"iso","umd_tree_cover_loss__year","umd_tree_cover_loss__ha","umd_tree_cover_loss_from_fires__ha"
"SYC",2001,0.37957476803710943,0.0
"SYR",2001,267.23529473377176825,53.2846538624132703
"TCA",2001,7.72720304957899673,0.21461248641927081
"TCD",2001,883.62647992843106974,0.60825405826117621
"TGO",2001,2776.23061621778564576,7.62478294585367974
"THA",2001,36101.94358725052559635,270.44767454067111814
"TJK",2001,61.53772784660807686,9.72574509201171938
"TKM",2001,46.2127932898697972,4.178397934641927406
"TLS",2001,677.42615990795246116,43.32930139806966662
"TTO",2001,1829.09603509258726858,71.82454003510687674
"TUN",2001,230.670434671317329408,52.708261828040355594
"TUR",2001,22910.005489403328661155,2106.72515880428410412
"TWN",2001,1159.06811633786293680,19.98592868617079197
"TZA",2001,82214.20404098217341719,510.32022991685313922
"UGA",2001,29658.94721765362376576,15.91605017618806439
"UKR",2001,28826.38019728823462574,1253.86865398126899804
"UMI",2001,2.119710680208334,0.0
"URY",2001,7647.45272255517732375,329.74338627991861826
"USA",2001,1943318.744012063309933844,308757.355385788912919386
"UZB",2001,294.82090200636938423,74.23551105779513615
"VCT",2001,6.89654577944444649,0.07502714512207032
"VEN",2001,123881.14411700149612847,16571.75367755781169221
"VGB",2001,4.09250116765733564,0.21925043534613718
"VIR",2001,122.51337074738810075,2.3475058860796444
"VNM",2001,47433.13018443488653262,738.91930858602010840
"VUT",2001,124.33329790796278111,1.32972216152018250
"XAD",2001,1.64898926218967010,0.19061464415364582
"XCA",2001,9.73525115689236190,0.989772080876736136
"XKO",2001,1122.20542860875885547,110.43441090493487676
"XNC",2001,17.6615832166514678,0.37822785259982641
"ZAF",2001,77644.69059923506337728,2357.81157461315753714
"ZMB",2001,30123.72710407748002264,75.71984941488498184
"ZWE",2001,8205.93418504905505628,25.70660289010091238
"ABW",2002,0.5261077315597873,0.15031636327582465
"AFG",2002,178.6403638475066022,96.3044115402256988
"AGO",2002,61034.22726588155477150,626.45412311589229237
"AIA",2002,0.14632965079969618,0.0
"ALA",2002,277.81987705597874544,2.77376820961371516
"ALB",2002,889.51711548118760464,148.774073908359398716
"AND",2002,1.255022223528646166,0.05695271637369792
"ARG",2002,105001.86224590410014494,7442.039891604613907526
"ARM",2002,172.538591177831987430,35.573487580164932165
"ATG",2002,17.65604165254340028,0.73458405832682305
"AUS",2002,312150.162683730098410316,235574.34674837515838030
"AUT",2002,10902.14987705538596663,216.633920986744820824
"AZE",2002,1154.205942866087070434,91.166038781239156155
"BDI",2002,986.93621255276364749,0.99803953269626202
"BEL",2002,2348.390595657607446040,59.779180970460079464
"BEN",2002,3480.18734608748536075,7.17537907679931723
"BES",2002,2.10645745747395866,0.0
"BFA",2002,4.30291089982964447,0.0
"BGD",2002,3995.28757381449845710,50.31124423963216160
"BGR",2002,4638.73881243027624649,736.321573021769857305
"BHS",2002,700.97613652112833874,220.89432758347321114
"BIH",2002,692.65885582429883861,80.555692154663609016
"BLR",2002,25383.415701560408958284,1371.84491542168579575
"BLZ",2002,13473.73051058962310149,2518.01945897035041354
"BMU",2002,0.7179594019249133,0.0
"BOL",2002,178807.97117096682839268,17023.86769102782987183
"BRA",2002,3507049.44035898258632208,179608.75860306163192588
"BRB",2002,11.39198156073676269,0.29978979884385853
"BRN",2002,1088.84559742039277593,46.46637941008111052
"BTN",2002,223.93488153847767720,19.24491566239800377
"BWA",2002,22.78899862536133034,0.07333515083224827
"CAF",2002,34417.72160764730821660,349.63836705880829505
"CAN",2002,2316887.665334396700370751,1316753.788961876112907560
"CHE",2002,881.303902688218499384,21.685504070203996786
"CHL",2002,78080.972982226347022095,10400.283056923462353914
"CHN",2002,249150.960080476045565264,38670.85088072067737942
"CIV",2002,144559.90750920855837636,354.33744359362821549
"CMR",2002,28766.95157050361440045,72.78535808848748888
"COD",2002,514476.68819954630687328,4150.73909269309946622
"COG",2002,24310.14237997481942081,315.13946605970997160
"COL",2002,182229.15244789626908839,8258.48420499564811185
"COM",2002,41.20393423427083201,1.35553503339192722
"CPV",2002,22.8340030973209556,2.7525253482253694
"CRI",2002,13289.14908610318095212,400.42612145158907822
"CUB",2002,15035.84738320282738744,5908.66219937308712291
"CUW",2002,1.27928368844021269,0.15051593628417970
"CYM",2002,5.59824441707465281,0.0
"CYP",2002,31.74324402105902841,5.01047312198567803
"CZE",2002,6766.437908204675942995,52.23241466724175585
"DEU",2002,15303.26237489230065436,261.281238470338490664
"DMA",2002,11.87470803990722665,0.37092939296332468
"DNK",2002,1204.489939025275664275,10.08273670097873153
"DOM",2002,10435.97986966158927818,444.74432845756293259
"DZA",2002,3009.833120644615885234,1618.310177717090153954
"ECU",2002,29817.73771641332580084,2006.55740337281919146
"EGY",2002,48.81325058289387546,8.33609898368923736
"ERI",2002,0.0,0.0
"ESP",2002,37699.019809631800856233,8026.917983177477669889
"EST",2002,21918.38645401083393183,237.09533784343772339
"ETH",2002,13074.08740897558382938,29.26710768247476807
"FIN",2002,142432.404048688224998230,1427.026501995948704246
"FJI",2002,703.20993914144083027,15.62773042875325985
"FRA",2002,33888.397171838356726104,1917.373592147633508000
"GAB",2002,13851.84666166422076519,167.86610372575180351
"GBR",2002,20112.349959704277939601,2165.052919483583955546
"GEO",2002,536.442198025097744075,53.115750941334639855
"GGY",2002,0.05034761749348959,0.0
"GHA",2002,78395.05298355685240902,172.98097099853283002
"GIB",2002,0.12482941034722222,0.06241460745659723
"GIN",2002,28933.47428987143391077,69.48497527710694905
"GLP",2002,50.88541895781249298,0.73938440135199655
"GMB",2002,40.15764073967285768,0.0
"GNB",2002,6073.79725892074402638,7.91913387955891911
"GNQ",2002,2986.11054417865634759,7.61067024001658211
"GRC",2002,5126.049313138565632630,843.20891873490679432
"GRD",2002,65.83774686305175873,0.52671018777398
"GTM",2002,55600.93461324092335103,7292.70343264894350709
"GUF",2002,2496.70374892999985608,149.49907219798339129
"GUY",2002,4827.39497919959896275,245.95627735789390054
"HKG",2002,15.61155640833984121,0.28515895576605904
"HND",2002,31528.01232782933628682,2567.26684304759638612
"HRV",2002,2340.179492176202737714,394.379088207342057315
"HTI",2002,2120.38050483965693449,65.20124112964626383
"HUN",2002,7711.03736961337274469,116.48764414310764407
"IDN",2002,855275.86303372933875392,83504.68120031886128644
"IMN",2002,13.6648597992252603,2.40695000052083338
"IND",2002,53005.48774299760651441,987.81081598683001483
"IRL",2002,5298.280939400560427714,207.10042717251084706
"IRN",2002,557.752371047715753864,82.902215442821184674
"IRQ",2002,10.6200603149609372,5.2060383809526913
"ISR",2002,111.73067850196833777,3.93070455537326447
"ITA",2002,10931.227553920803895587,872.106247176673546534
"JAM",2002,1647.57063707971535193,67.29600896324110201
"JEY",2002,0.81037389398871533,0.050677419835069445
"JOR",2002,0.19610755832899306,0.0
"JPN",2002,26154.039833717136648893,958.70466579454182503
"KAZ",2002,2952.306623724253447870,648.90068271447258372
"KEN",2002,20287.52621999557963068,31.44333162447644093
"KGZ",2002,305.45747979337459011,117.37346611662110574
"KHM",2002,54862.07620041134930642,823.54553331759987837
"KNA",2002,19.79075057674370993,1.17696272357096372
"KOR",2002,4705.326871875226739844,921.826926607627546855
"LAO",2002,55936.73071271797675172,232.28715983837132618
"LBN",2002,81.20045903564670663,3.97260689003146617
"LBR",2002,56984.42382034004188784,430.14576310675320576
"LBY",2002,40.24566353440215616,27.8433647335959367
"LCA",2002,10.91096809322157146,2.01793291984483529
"LKA",2002,3427.68038552577460994,83.19362304856824941
"LSO",2002,2.68713956362955743,0.0
"LTU",2002,10344.8381897496486535,25.21545949268663298
"LUX",2002,90.45691516312283691,1.552086116616753444
"LVA",2002,29175.988194341294498006,127.00043686296882325
"MAC",2002,0.9282073810199652,0.0
"MAF",2002,5.4188466741644978,0.0
"MAR",2002,3923.51782711421724801,927.96459027004047608
"MDA",2002,229.796420697358950600,15.987653910414493796
"MDG",2002,89317.51418674191235718,3907.77518410424280806
"MDV",2002,4.588154946483831,0.0
"MEX",2002,158834.12538162535097565,13793.09424404495014521
"MKD",2002,890.1837635458174789,59.81052528426216936
"MLI",2002,175.29044283416833576,0.1496414210888672
"MLT",2002,1.75296139854383685,0.25009817085286462
"MMR",2002,66119.68070807989095322,1072.49099212867702203
"MNE",2002,179.62077121498483176,16.163631171369358165
"MNG",2002,18728.019954931259700169,13915.665569857604609145
"MOZ",2002,106658.33763229668934232,463.70731734548555111
"MSR",2002,1.6227298703515624,0.0
"MTQ",2002,48.86224870985731047,0.52155095126519093
"MUS",2002,154.42996053033420149,0.0
"MWI",2002,4189.57262799274027798,7.45316384190321254
"MYS",2002,312553.78733276655941067,5412.99329696536151250
"MYT",2002,20.86919036274685668,0.15013634301486545
"NAM",2002,108.00721822764766648,1.98055237250651015
"NCL",2002,626.86805878957335535,93.66368237302735218
"NER",2002,0.67641644358452689,0.0
"NGA",2002,32346.71006395439860686,58.63066767400065231
"NIC",2002,54194.49468965791515299,642.13229692929585692
"NLD",2002,824.581358561846570864,26.386445198205296790
"NOR",2002,26635.753194630505522664,907.204610177046427914
"NPL",2002,2128.64330964951942376,333.50690843977660860
"NZL",2002,63227.927104107691478693,1003.347281465789829972
"PAK",2002,325.01175241535900337,144.95235520807063052
"PAN",2002,19200.13717900614158051,800.19253644838887449
"PER",2002,80452.08581872382281660,3958.57407020792886103
"PHL",2002,32309.18926161449442053,488.32162978896049301
"PLW",2002,75.30077103790311100,2.21225578673312734
"PNG",2002,54575.50220283395790408,2023.99550167372049286
"POL",2002,31070.13979037519172213,237.40530981947049997
"PRI",2002,1168.09577750732085894,10.46444617998372605
"PRK",2002,5358.22720702521551827,1799.160568684777204105
"PRT",2002,34903.349145630388440915,8453.405650968245090660
"PRY",2002,195124.63977320415870086,17721.73212059825167187
"PSE",2002,1.83028711454861136,0.71924995002278649
"REU",2002,502.66837523481317898,0.0
"ROU",2002,16356.44545125872153021,372.589030988211815495
"RUS",2002,2700384.15382959205459014,1998379.749332251486436573
"RWA",2002,941.33871804155342266,0.92278693040208597
"SDN",2002,76.10035581732964042,0.52956345251139331
"SEN",2002,164.43055442048605191,0.0
"SGP",2002,123.51699899680191018,0.15381808872599286
"SLB",2002,3866.10666760651674326,53.49018095811767873
"SLE",2002,15310.24197184753918947,103.05551926105276156
"SLV",2002,4666.50981707777804393,197.94614789253905336
"SMR",2002,0.11147912894097223,0.0
"SOM",2002,250.89133041983280669,1.22124074365473231
"SPM",2002,0.10585656288411457,0.05281990269097222
"SRB",2002,1134.989088455742416295,77.77735723586807045
"SSD",2002,8148.67982430045145005,73.45562250294799589
"SUR",2002,3717.47756239416792130,324.33161471051598147
"SVK",2002,4015.73250455567177656,52.51125706277343896
"SVN",2002,723.87250783079873740,35.61267569088325682
"SWE",2002,178264.080811749136377964,1452.643142628274426174
"SWZ",2002,3800.76583825497699908,18.21190928425781451
"SXM",2002,0.43942772264865451,0.0
"SYC",2002,0.22777533419704865,0.0
"SYR",2002,147.99919407007163069,5.99257830435763860
"TCA",2002,4.6520265174685327,0.14311023068033854
"TCD",2002,1958.47582986403412505,1.74934194604058163
"TGO",2002,2020.78548264039350167,3.28074902989610436
"THA",2002,60882.18973660284834127,396.45670329910227027
"TJK",2002,36.63912048615885947,6.0941073230815972
"TKM",2002,105.1787400619509602,43.5133902156184806
"TLS",2002,1604.59889774524403547,94.11694715213432798
"TTO",2002,726.07700934265695304,14.07852496254014832
"TUN",2002,243.87173866593110582,64.40156699998272808
"TUR",2002,25722.22141679379861669,3270.287315141903802954
"TWN",2002,1004.57402174450777631,45.57868760671113631
"TZA",2002,85080.90089418177032441,172.02629892523271407
"UGA",2002,10840.69681271113909376,4.53557867527999914
"UKR",2002,27077.019705616096370580,1271.757946549567647848
"UMI",2002,6.5055330583268234,0.0
"URY",2002,6870.11867034832926022,212.32299809223204391
"USA",2002,2038435.691035676530764585,539364.660629883072294500
"UZB",2002,265.23171881202258322,65.0481349748329031
"VCT",2002,7.94599894893228997,0.0
"VEN",2002,90372.37707651257902237,3155.98133367369554572
"VGB",2002,2.99644155633463547,0.0
"VIR",2002,20.90283313310438017,0.4401509231282552
"VNM",2002,49625.43782322302545180,554.39992351107317333
"VUT",2002,108.23964961372887993,1.48403681847819010
"XAD",2002,0.50720222672526049,0.0
"XCA",2002,23.39391396443576306,2.092211457460937495
"XKO",2002,214.90788225397570171,4.33499191063802026
"XNC",2002,3.34084741668836776,1.0083617981293402
"ZAF",2002,47679.93414150704450975,1995.31126951974582298
"ZMB",2002,46240.24361343720759072,141.38026440994354187
"ZWE",2002,8016.17085072597744074,35.89755774807074316
"ABW",2003,0.977057600014106,0.2254747926595052
"AFG",2003,244.3362551767933208,186.5676988362540315
"AGO",2003,52461.54546571230799278,314.35729262925322233
"AIA",2003,1.0977450849913193,0.0
"ALA",2003,220.77485519444686682,5.63421512717448017
"ALB",2003,613.533964996035281686,264.654477333114139056
"AND",2003,0.34206364212673615,0.0
"ARG",2003,249155.00689301145489819,20796.51479615379521148
"ARM",2003,395.816694918294197162,68.18278761584202004
"ATG",2003,17.07802261139322746,0.73608877752170146
"AUS",2003,373846.609083387884816297,251901.669376205209546412
"AUT",2003,14475.694826398769328889,78.012594220039050815
"AZE",2003,1039.341551161657176796,94.817753830479604072
"BDI",2003,1325.18331831434451493,6.07037586977498526
"BEL",2003,1889.77751264586566456,18.132615588138024496
"BEN",2003,3475.9264146502337218,2.28728246709879570
"BES",2003,16.15018967327257929,5.21213245604491897
"BFA",2003,2.03824348379611579,0.0
"BGD",2003,2159.45715834259569400,44.08836254822371205
"BGR",2003,5198.71555774933989680,157.60275408353298637
"BHS",2003,274.23087625082042955,19.03619095011502058
"BIH",2003,307.81141168265846160,56.79808716776692624
"BLR",2003,32119.38156307900681504,3534.57912841757073440
"BLZ",2003,6843.89617535528889009,932.81546366707581580
"BMU",2003,0.13057024276475696,0.0
"BOL",2003,163759.09875803347184540,10757.08887530523364784
"BRA",2003,3248526.73442800787408048,175365.21405323448418275
"BRB",2003,2.99784938684027801,0.0
"BRN",2003,799.17672131736493146,104.66677794603326400
"BTN",2003,543.60076728639218775,65.32483143268446448
"BWA",2003,8.57255134383897594,0.0
"CAF",2003,13726.63787763482259855,137.07858828397923450
"CAN",2003,1607282.579640093568058350,899760.247404172809727185
"CHE",2003,433.282885064470559785,2.39539507196397602
"CHL",2003,82843.764036339249988236,4354.955802752071104391
"CHN",2003,261761.49522308228040442,81810.96857768281116826
"CIV",2003,86282.29678784482950140,107.00156249899684869
"CMR",2003,25344.84635711857254230,70.89428286901856032
"COD",2003,274739.99936612630143744,1528.21979856720828423
"COG",2003,18514.84251835061933248,180.63967428453078948
"COL",2003,122417.14483392266022524,8116.58019187645069177
"COM",2003,26.65331394628418047,0.0
"CPV",2003,8.9252224143250876,0.14799193356879342
"CRI",2003,8260.60775475752463618,200.95446597515299972
"CUB",2003,6556.68391545646819251,523.52959943652431716
"CUW",2003,0.8279577079031033,0.0
"CYM",2003,6.3247976037033438,1.09022674294053832
"CYP",2003,25.22916781330078659,5.64712582944227745
"CZE",2003,3925.277971308088152140,11.256721266838107396
"DEU",2003,6448.61753141698114459,39.523845167341581440
"DMA",2003,27.23870243605957485,0.96481818941189241
"DNK",2003,1579.713260272254984428,21.412437043587243444
"DOM",2003,10714.00158051723193189,754.54376868351354907
"DZA",2003,3831.43711318110240963,1499.158431914246888354
"ECU",2003,13835.72642508898868867,1115.26998348230640289
"EGY",2003,61.01187804402235225,15.31956214941623399
"ESP",2003,23315.393436019189428500,4575.637108135787779106
"EST",2003,5632.56197860716421672,59.85160130694859927
"ETH",2003,13936.04122350381471898,9.36770174150960338
"FIN",2003,89696.551154812830302793,2006.086323754416326581
"FJI",2003,1572.23590400383220792,53.28209287654729838
"FRA",2003,26393.334176951102576811,3576.51940037861336989
"GAB",2003,16845.22030958790384092,155.40968288901048013
"GBR",2003,1875.167369668170285135,178.19043972473738636
"GEO",2003,292.00268502904727500,16.75531501917534745
"GHA",2003,24955.24902474184576220,38.99951537757053041
"GIN",2003,9229.45800857302491692,7.67583895511149178
"GLP",2003,76.87749933859485401,1.55297261516601574
"GMB",2003,10.56543664551432391,0.0
"GNB",2003,1021.87736427069827044,1.58446886934027770
"GNQ",2003,1961.18753627396180328,2.38350175506835957
"GRC",2003,2562.535173611338088334,326.38333542433152293
"GRD",2003,71.34625369097059390,0.82797878331000445
"GTM",2003,98173.67565441795721089,8585.92961028493728914
"GUF",2003,1889.08160142950027547,151.72080791124484145
"GUY",2003,7418.60694321710746006,2396.79901367933185522
"HKG",2003,7.05723935487955919,0.21380555193576390
"HND",2003,33624.77327500436647250,1920.15347664972677309
"HRV",2003,1738.980492080118498599,331.428808405676693760
"HTI",2003,1070.16207484906348844,54.34069887028211108
"HUN",2003,5733.022732729833378990,54.269217330147513264
"IDN",2003,544810.29664145722939817,109259.26834761110965548
"IMN",2003,1.81729803304253508,0.0
"IND",2003,47750.63814666488724434,1465.47937697817357735
"IRL",2003,2262.865182204787504136,87.903933016128462056
"IRN",2003,326.675020603674624845,75.589838931012384685
"IRQ",2003,19.616724948257382,7.41878170894314226
"ISR",2003,30.17165819324760902,2.28902467154622407
"ITA",2003,3613.191038399731496801,481.786509043754468686
"JAM",2003,1029.27403435287950033,42.63566534582466584
"JOR",2003,0.06525960308485244,0.06525960308485244
"JPN",2003,19747.36425443702771784,708.509548731266239251
"KAZ",2003,3351.85890071789878702,1235.47561456424475901
"KEN",2003,13552.81075698624917524,42.75716062928729263
"KGZ",2003,110.789560377517354846,62.27775681559028428
"KHM",2003,56839.54350300738596485,1488.12062125913559015
"KNA",2003,32.14738441949110693,2.72303075761718803
"KOR",2003,3611.332973429481988845,112.05745110311632519
"LAO",2003,87074.13238307253472717,209.26027075865178218
"LBN",2003,83.57542339330728635,28.46282714151911521
"LBR",2003,21604.81357378844034059,165.60249421145835534
"LBY",2003,25.26571736984049976,11.75655462427517576
"LCA",2003,19.42668620268934524,0.37369529550238717
"LKA",2003,3149.49482101154504547,49.19929797857692218
"LSO",2003,2.48469258370768251,0.0
"LTU",2003,8916.00926346678807828,27.22522359664495837
"LUX",2003,103.419970744958758606,0.69870901710503476
"LVA",2003,21321.41589829249861674,158.220306929268583646
"MAF",2003,3.29543647141059067,0.07323170018988716
"MAR",2003,2042.52645978525928400,571.06802639919808607
"MDA",2003,100.59934625922526018,6.63809067575737838
"MDG",2003,84247.95977444531126531,2742.63430935167713246
"MDV",2003,2.1427082740749785,0.0
"MEX",2003,152559.29621048107573581,18559.10826477694753694
"MKD",2003,895.22809426131528265,8.50793366719184096
